,loss,val_loss
0,0.04690268635749817,0.025580650195479393
1,0.02597103826701641,0.02191627211868763
2,0.023577718064188957,0.02298770844936371
3,0.022267097607254982,0.0240505151450634
4,0.021403668448328972,0.01914561539888382
5,0.02067030407488346,0.019083172082901
6,0.019507557153701782,0.01812474988400936
7,0.018884513527154922,0.018988704308867455
8,0.018234917894005775,0.017164131626486778
9,0.017919164150953293,0.01665451005101204
10,0.01741470769047737,0.016387077048420906
11,0.01707800291478634,0.016847994178533554
12,0.016766684129834175,0.015347843989729881
13,0.016616756096482277,0.015744054690003395
14,0.016342801973223686,0.016170278191566467
15,0.016128230839967728,0.018530238419771194
16,0.015866752713918686,0.015173986554145813
17,0.015642525628209114,0.014810459688305855
18,0.015279027633368969,0.014985313639044762
19,0.015185595490038395,0.014155316166579723
20,0.014902169816195965,0.013430717401206493
21,0.01477944478392601,0.013027047738432884
22,0.014486605301499367,0.013449380174279213
23,0.014387867413461208,0.014541901648044586
24,0.014168801717460155,0.014393891207873821
25,0.013846778310835361,0.013963360339403152
26,0.013778471387922764,0.011950938031077385
27,0.013425859622657299,0.012553577311336994
28,0.013179616071283817,0.012447191402316093
29,0.013033992610871792,0.011354933492839336
30,0.012969396077096462,0.011603440158069134
31,0.012839586474001408,0.01137295551598072
32,0.012446129694581032,0.012096078135073185
33,0.012415481731295586,0.013628179207444191
34,0.012214758433401585,0.011814202181994915
35,0.011998752132058144,0.01023642998188734
36,0.011719197034835815,0.010307888500392437
37,0.011598807759582996,0.010890791192650795
38,0.01147976890206337,0.011578550562262535
39,0.01133000198751688,0.011967064812779427
40,0.011314299888908863,0.010245679877698421
41,0.01135537400841713,0.009706852026283741
42,0.010998611338436604,0.009542642161250114
43,0.010930533520877361,0.010056838393211365
44,0.010776071809232235,0.009264636784791946
45,0.010591862723231316,0.009317882359027863
46,0.010573577135801315,0.014284849166870117
47,0.010460367426276207,0.008742070756852627
48,0.010423507541418076,0.009781529195606709
49,0.010166824795305729,0.008887127973139286
50,0.010175265371799469,0.008322968147695065
51,0.010171663947403431,0.011023060418665409
52,0.01006446871906519,0.009287393651902676
53,0.009726675227284431,0.010592030361294746
54,0.009705976583063602,0.010921884328126907
55,0.009641981683671474,0.009429121389985085
56,0.009493856690824032,0.008931146003305912
57,0.009526160545647144,0.009756119921803474
58,0.009423336014151573,0.010394077748060226
59,0.00923127867281437,0.008892894722521305
60,0.009085946716368198,0.008073980920016766
61,0.008952700532972813,0.008481466211378574
62,0.00916055217385292,0.007509101647883654
63,0.008812325075268745,0.009532553143799305
64,0.008884409442543983,0.010367087088525295
65,0.008800732903182507,0.008469252847135067
66,0.008764253929257393,0.007796508725732565
67,0.008619509637355804,0.007549860514700413
68,0.008633716963231564,0.00838112086057663
69,0.008528906852006912,0.009196316823363304
70,0.008409777656197548,0.008274508640170097
71,0.008445948362350464,0.009012407623231411
72,0.008316109888255596,0.006575623992830515
73,0.008264693431556225,0.006937114521861076
74,0.008162846788764,0.008175595663487911
75,0.008224943652749062,0.007470148149877787
76,0.008032331243157387,0.0077359178103506565
77,0.008141840808093548,0.007602668832987547
78,0.008034401573240757,0.00785338319838047
79,0.007970407605171204,0.008050008676946163
80,0.007799750659614801,0.006949323695152998
81,0.007821599952876568,0.006077224388718605
82,0.007707369979470968,0.007491092197597027
83,0.007676985114812851,0.0064354101195931435
84,0.007681919261813164,0.007381610106676817
85,0.007676973473280668,0.005965848453342915
86,0.007475982420146465,0.0070325531996786594
87,0.0074788909405469894,0.006855551153421402
88,0.007495500147342682,0.0063495575450360775
89,0.007293749134987593,0.006168163847178221
90,0.007309197448194027,0.007564775180071592
91,0.007348438259214163,0.005718514323234558
92,0.007335152011364698,0.007172772660851479
93,0.007233023177832365,0.006708765868097544
94,0.007230374030768871,0.005778567865490913
95,0.007016460411250591,0.00558470981195569
96,0.006996983662247658,0.005826731212437153
97,0.007235750090330839,0.005727968644350767
98,0.006894936319440603,0.006765915080904961
99,0.006968208588659763,0.005445386748760939
100,0.006899151019752026,0.006156616844236851
101,0.0069101774133741856,0.00575808621942997
102,0.0068984320387244225,0.006198653485625982
103,0.006817543413490057,0.005286830477416515
104,0.006744445767253637,0.006262960843741894
105,0.006649976130574942,0.006637475453317165
106,0.0067108385264873505,0.006053564604371786
