,loss,mse,val_loss,val_mse
0,0.11973517388105392,0.06992742419242859,0.0688527375459671,0.049287617206573486
1,0.0822451040148735,0.05419958010315895,0.06972358375787735,0.049152035266160965
2,0.07621495425701141,0.053012266755104065,0.06549389660358429,0.04944997280836105
3,0.07248180359601974,0.052347343415021896,0.06821706891059875,0.04918583109974861
4,0.06952328979969025,0.05158134922385216,0.06756871938705444,0.049136389046907425
5,0.06740886718034744,0.051207881420850754,0.06793560832738876,0.04913460463285446
6,0.065423883497715,0.05055001378059387,0.0685342401266098,0.04906267300248146
7,0.064299575984478,0.05026884377002716,0.06313224136829376,0.049395959824323654
8,0.06264405697584152,0.049965523183345795,0.06451138108968735,0.049108948558568954
9,0.06169275566935539,0.04981057345867157,0.06634169071912766,0.04887557029724121
10,0.060667477548122406,0.04943474754691124,0.06504067033529282,0.048895519226789474
11,0.06016543135046959,0.049429893493652344,0.06386911869049072,0.0488312765955925
12,0.05950449779629707,0.04893597215414047,0.06329608708620071,0.048623617738485336
13,0.058718882501125336,0.04811343923211098,0.06295792013406754,0.04721952974796295
14,0.05656379461288452,0.046037957072257996,0.060643553733825684,0.04445074498653412
15,0.05449403449892998,0.042725820094347,0.057367291301488876,0.04370542988181114
16,0.051352545619010925,0.03875316306948662,0.0502437986433506,0.036519188433885574
17,0.049077920615673065,0.036671265959739685,0.05056741088628769,0.037081457674503326
18,0.0469200499355793,0.03489478677511215,0.046442680060863495,0.032933223992586136
19,0.04505223035812378,0.032546766102313995,0.04300854355096817,0.030913451686501503
20,0.04329454153776169,0.03181649371981621,0.044360239058732986,0.03224363550543785
21,0.04333570972084999,0.0321081280708313,0.0454583577811718,0.03357618674635887
22,0.04212178289890289,0.03141764923930168,0.04277515783905983,0.03165797144174576
23,0.04158344864845276,0.03139478713274002,0.042062707245349884,0.03101215697824955
24,0.04081209376454353,0.03094577044248581,0.04351986572146416,0.03301991522312164
25,0.04020822420716286,0.03066730499267578,0.04145803675055504,0.030881943181157112
26,0.03991009294986725,0.030624400824308395,0.041580311954021454,0.03155121952295303
27,0.039687108248472214,0.030397379770874977,0.04148022085428238,0.03224862739443779
