,loss,mse,val_loss,val_mse
0,0.22128614783287048,0.14943960309028625,0.12330646067857742,0.09368830174207687
1,0.12389545142650604,0.09572798758745193,0.1137845367193222,0.0912155732512474
2,0.11697479337453842,0.09261897951364517,0.11157127469778061,0.08796945959329605
3,0.11123145371675491,0.08771323412656784,0.10586236417293549,0.08264382928609848
4,0.10120562463998795,0.07580012828111649,0.07202106714248657,0.052254725247621536
5,0.07329152524471283,0.04822986200451851,0.06210101395845413,0.042274631559848785
6,0.06589747220277786,0.04389704018831253,0.06004805862903595,0.039469268172979355
7,0.06149596348404884,0.04100079834461212,0.060749150812625885,0.03741201385855675
8,0.058569733053445816,0.03923230618238449,0.051776379346847534,0.035927191376686096
9,0.05661521106958389,0.037873562425374985,0.05456091836094856,0.035532478243112564
10,0.055396709591150284,0.03729242458939552,0.05304744094610214,0.0331219844520092
11,0.05332621932029724,0.03593740984797478,0.051079172641038895,0.032432232052087784
12,0.05251458287239075,0.035365525633096695,0.04974520951509476,0.03344034031033516
13,0.04967964068055153,0.03368714824318886,0.04757291451096535,0.03125643730163574
14,0.049303390085697174,0.033648714423179626,0.0452273003757,0.030798470601439476
15,0.04779475927352905,0.03248269483447075,0.0478234626352787,0.03041176125407219
16,0.04601927474141121,0.03104136697947979,0.046997521072626114,0.03050253912806511
17,0.045665472745895386,0.031129945069551468,0.04487782344222069,0.030437327921390533
18,0.04470043256878853,0.030327146872878075,0.042717039585113525,0.02989939972758293
19,0.04388849064707756,0.029465848580002785,0.03859749808907509,0.02530238777399063
20,0.042850762605667114,0.029040545225143433,0.039779916405677795,0.022562000900506973
21,0.042577534914016724,0.028078584000468254,0.037513088434934616,0.02371857687830925
22,0.041822660714387894,0.026193415746092796,0.03898424282670021,0.024730391800403595
23,0.04046984016895294,0.025625446811318398,0.03791651502251625,0.02321053482592106
24,0.039630308747291565,0.025310436263680458,0.03835299611091614,0.017168797552585602
25,0.04067885875701904,0.026963891461491585,0.04399425536394119,0.029308507218956947
26,0.03868047520518303,0.024477606639266014,0.03624360263347626,0.020091041922569275
27,0.037286512553691864,0.02329840511083603,0.03227031230926514,0.01826205663383007
28,0.03665062412619591,0.022488849237561226,0.03501935303211212,0.02117147110402584
