,loss,mse,val_loss,val_mse
0,0.15467673540115356,0.13808639347553253,0.08922328799962997,0.07384961098432541
1,0.07325021922588348,0.0472644567489624,0.048433125019073486,0.033987924456596375
2,0.054120201617479324,0.034131139516830444,0.03987140208482742,0.027532678097486496
3,0.047441527247428894,0.031104834750294685,0.03809328004717827,0.026921695098280907
4,0.04409502074122429,0.03014223650097847,0.035069409757852554,0.02474389225244522
5,0.04122881218791008,0.02908357046544552,0.03474106267094612,0.024665087461471558
6,0.03926731273531914,0.028597641736268997,0.03366958722472191,0.02422543242573738
7,0.03785074129700661,0.02829737216234207,0.03236832469701767,0.024586765095591545
8,0.03690265119075775,0.028137626126408577,0.031649019569158554,0.02367733232676983
9,0.03601460158824921,0.028014035895466805,0.030968494713306427,0.023937201127409935
10,0.03543175384402275,0.02796250395476818,0.030514732003211975,0.02374778874218464
11,0.03486701101064682,0.027786878868937492,0.030036816373467445,0.023585842922329903
12,0.03435661271214485,0.027727054432034492,0.03484562411904335,0.02848617173731327
13,0.03376872465014458,0.027599992230534554,0.030784698203206062,0.024718964472413063
14,0.03355235606431961,0.027629699558019638,0.029111355543136597,0.023533670231699944
15,0.03283810243010521,0.02718847431242466,0.02940184623003006,0.023538067936897278
16,0.032572489231824875,0.027207108214497566,0.030697695910930634,0.024837443605065346
17,0.03226470574736595,0.027070023119449615,0.02985440380871296,0.02393624559044838
18,0.032386112958192825,0.027315322309732437,0.028661485761404037,0.02342763915657997
19,0.03213395178318024,0.027279702946543694,0.02928144857287407,0.02390005998313427
20,0.03157161548733711,0.026935195550322533,0.02878454513847828,0.023569170385599136
21,0.0315968319773674,0.027082551270723343,0.029377281665802002,0.024288475513458252
22,0.03150910884141922,0.027067074552178383,0.0303815845400095,0.025016380473971367
23,0.0314762108027935,0.02717619203031063,0.029088865965604782,0.023838259279727936
24,0.0312088280916214,0.0270488653331995,0.028915995731949806,0.023653889074921608
25,0.031103741377592087,0.026989685371518135,0.02882496267557144,0.02378905937075615
26,0.030865734443068504,0.02687722258269787,0.027999386191368103,0.023126114159822464
27,0.03059452958405018,0.026646379381418228,0.028639769181609154,0.023724911734461784
28,0.03058861382305622,0.026701241731643677,0.03011600486934185,0.024593865498900414
29,0.030275072902441025,0.026567751541733742,0.027980230748653412,0.023219741880893707
30,0.030178610235452652,0.026481565088033676,0.02783905901014805,0.023062685504555702
31,0.029953869059681892,0.02633763663470745,0.02842055633664131,0.023561090230941772
32,0.02978307567536831,0.0262554083019495,0.028467100113630295,0.02372816391289234
33,0.030029136687517166,0.02643587999045849,0.027563218027353287,0.022562747821211815
34,0.02995583787560463,0.026457346975803375,0.028185207396745682,0.023318452760577202
35,0.029740849509835243,0.0263214111328125,0.027683638036251068,0.022784290835261345
36,0.029571451246738434,0.026216333732008934,0.027844615280628204,0.02318212389945984
37,0.029436320066452026,0.026087163016200066,0.028434308245778084,0.02349269948899746
38,0.029326608404517174,0.025984471663832664,0.027937404811382294,0.02320242114365101
39,0.029119184240698814,0.025797629728913307,0.027481064200401306,0.022749902680516243
40,0.029254810884594917,0.026078635826706886,0.027855509892106056,0.023316266015172005
41,0.029088884592056274,0.025904128327965736,0.027835873886942863,0.022999336943030357
42,0.029085243120789528,0.02595135010778904,0.02819303795695305,0.02344966121017933
43,0.02888348139822483,0.025862837210297585,0.02727068029344082,0.022711390629410744
44,0.02897832915186882,0.025963973253965378,0.027587896212935448,0.022984273731708527
45,0.028885792940855026,0.025903483852744102,0.027074536308646202,0.022380756214261055
46,0.02872621826827526,0.02573975920677185,0.027558546513319016,0.022489622235298157
47,0.02852415107190609,0.02561059780418873,0.026959067210555077,0.02232792042195797
48,0.028617460280656815,0.02569238655269146,0.02702527493238449,0.022485824301838875
49,0.028359869495034218,0.0255311019718647,0.026865296065807343,0.022437330335378647
50,0.028668494895100594,0.0258579533547163,0.02665025182068348,0.02236761711537838
51,0.028395814821124077,0.025645345449447632,0.028004784137010574,0.023449894040822983
52,0.027988245710730553,0.025249287486076355,0.02687453106045723,0.02249354124069214
53,0.02816232480108738,0.02547372132539749,0.026658613234758377,0.02221691608428955
54,0.028311217203736305,0.025613753125071526,0.02734895795583725,0.02311110496520996
55,0.028199216350913048,0.025566505268216133,0.027875518426299095,0.023599067702889442
56,0.02835508994758129,0.025716189295053482,0.02730240300297737,0.02292179875075817
57,0.028031593188643456,0.02539903298020363,0.026506925001740456,0.022499267011880875
58,0.028163138777017593,0.025586718693375587,0.032270342111587524,0.02796110324561596
59,0.02799549140036106,0.025424929335713387,0.028021318838000298,0.023755855858325958
60,0.02790640853345394,0.02539512887597084,0.02902856282889843,0.02459980547428131
61,0.027935417369008064,0.02545151300728321,0.025826813653111458,0.02196289598941803
62,0.027674276381731033,0.02527925930917263,0.02709021046757698,0.022787906229496002
63,0.027558783069252968,0.025097783654928207,0.026847071945667267,0.022739695385098457
64,0.027623474597930908,0.025246260687708855,0.02615949884057045,0.022189751267433167
65,0.02774609997868538,0.025330251082777977,0.026374882087111473,0.022479047998785973
66,0.027853364124894142,0.02544962242245674,0.02631445601582527,0.022023845463991165
67,0.02781631238758564,0.025476928800344467,0.02581920102238655,0.02183377370238304
68,0.027408001944422722,0.025060143321752548,0.026080865412950516,0.022069746628403664
69,0.027343958616256714,0.025055237114429474,0.026411930099129677,0.022417359054088593
70,0.027415461838245392,0.025125833228230476,0.025941235944628716,0.02210635133087635
71,0.027546318247914314,0.02525591291487217,0.02668788842856884,0.022594353184103966
72,0.027329381555318832,0.02503836341202259,0.027314452454447746,0.023062190040946007
73,0.027471154928207397,0.025150297209620476,0.026158643886446953,0.022233031690120697
74,0.027362946420907974,0.025017157196998596,0.02563074231147766,0.0215840432792902
75,0.027063114568591118,0.024767953902482986,0.026238376274704933,0.0222746841609478
76,0.027259519323706627,0.024945084005594254,0.02554657682776451,0.021724749356508255
77,0.027165718376636505,0.024888917803764343,0.02556542679667473,0.021538622677326202
78,0.02689572051167488,0.02457650937139988,0.02586193196475506,0.02210848219692707
79,0.02711905539035797,0.024814749136567116,0.0253482423722744,0.02141021378338337
80,0.027164537459611893,0.024844693019986153,0.025445982813835144,0.02146107144653797
81,0.027004918083548546,0.024693133309483528,0.02525813691318035,0.021336736157536507
82,0.026834657415747643,0.024434711784124374,0.02562723681330681,0.021463975310325623
83,0.026657123118638992,0.02421741373836994,0.025030186399817467,0.021107027307152748
84,0.02652478590607643,0.02408144623041153,0.024675967171788216,0.02058311179280281
85,0.026604844257235527,0.024030815809965134,0.026522496715188026,0.022372733801603317
86,0.026702377945184708,0.024094175547361374,0.02542819082736969,0.021180935204029083
87,0.026528289541602135,0.02379530854523182,0.02643691562116146,0.022261153906583786
88,0.026779204607009888,0.0239702221006155,0.02517910674214363,0.020958099514245987
89,0.026673851534724236,0.023659253492951393,0.0251168180257082,0.020940925925970078
90,0.026588402688503265,0.02347496896982193,0.02461107447743416,0.020041508600115776
91,0.02615921013057232,0.022935546934604645,0.024260729551315308,0.01948986016213894
92,0.02594509907066822,0.022642510011792183,0.024894462898373604,0.020052677020430565
93,0.025543898344039917,0.02240610122680664,0.024999378249049187,0.019341981038451195
